Shop Name,Contact,Adress,State,City,GST
Bs Baba  (Delhi ),91 78178 35770,Mayur vihar phase 1 delhi ,Delhi ,Delhi ,
Nector Unisex Salon  (Kanpur),91 75091 99996,Shastri Nagar ,Uttar Pradesh,Kanpur,
A S Tread Line  (Deoria ),91 73851 02479,Raghav nagar colony Deoria ,Uttar Pradesh ,Deoria ,
Prabha Makeover Studio  (Gorakhpur),91 6391 008 880,Raghav nagar colony Deoria ,Uttar Pradesh,Gorakhpur,
Ganesh Enterprises  (Raipur ),90975 45115,Swarnabhumi,Chattisgarh ,Raipur ,
A1 Beauty Parlour And Academy  (Ghaziabad ),90667 58888,Indrapuram Guyan KHAND 1,Uttar Pradesh,Ghaziabad ,
Gravity Unisex Salon  (Delhi ),90508 24008,Janakpuri delhi ,Delhi ,Delhi ,
Elan (Ghaziabad ),904-961-0816,Avantika Shastri Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Glamour Salon Surya Nagar  (Ghaziabad ),90456 52819,Avantika Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Kristal Beauty Parlour  (Ghaziabad ),90443 03848,Avantika Sastri Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Eves Salon  (East Delhi ),903-655-6389,Bhajnapura Gali no 5,Uttar Pradesh,East Delhi ,
Masco Salon (Raipur ),902-867-0779,Near gurudwara road.domino's pizza,durg,Chattisgarh ,Raipur ,
Vrinni Makeover  (Hr),902-802-2205,Sec 4 faridabad ,Hr,Hr,
Nikki 'S Sparkle Saloon  (Nagpur ),90214 14230,Takli Godhni ,Maharashtra ,Nagpur ,
Look & Like Unisex Salon  (Nagpur ),90114 13364,Takli Godhni Road ,Maharashtra ,Nagpur ,
The Bridal Dream Palace Makeup Studio & Academy  (Ghaziabad ),90045 86192,Indrapuram Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Urki  Slaon (Delhi ),90 21 509371,lajpat Nagar Delhi ,Delhi ,Delhi ,
Stax Unisex Salon  (Delhi),89999 51004,Krishna Nagar East Delhi ,East Delhi ,Delhi,
Stylush Unisex Salon  (East Delhi ),899-986-4338,Naveen Shahdara ,Uttar Pradesh,East Delhi ,
Lavendar Beauty Parlour  (Ghaziabad ),899-954-5192,Sastri Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Bablas'S Salon  (Utter Pradesh ),89994 12592,Shastri Nagar Ghaziabad ,Ghaziabad ,Utter Pradesh ,
Tgf Unisex Salon (Nagpur),89830 58374,Wardhman nagar ,Maharashtra,Nagpur,
Raj Salon  (Nagpur ),89511 78502,Nara road ,Maharashtra ,Nagpur ,
Style Studio Unisex Salon  (Nagpur ),892-872-4555,Takli ,Maharashtra ,Nagpur ,
Style Studio Unisex Salon (Agra),89207 93011,Pandav nagar road near sea news,Uttar Pradesh,Agra,
Jawad Habib Keshav Puram  (Dehra Dun),89200 41242,Anrag chowk dehradun ,Uttarakhand,Dehra Dun,
Unique Touch  (Kanpur),88829 20733,Ratan lal nagar ,Uttar Pradesh,Kanpur,
Sapna Unisex Salon  (Kanpur),88810 01550,Kidwai Nagar ,Uttar Pradesh,Kanpur,
Om Treders  (Ghaziabad ),88744 08327,Sahibabad Rajender Nagar GT Road Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Grace Unisex Salon  (Ghaziabad ),886-730-8604,Rakesh marg Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Look Unisex Salon  (Delhi ),88608 79301,Shaheen bagh okhla ,Delhi ,Delhi ,
Victoria  (Noida),88602 87348, Gr Noida ,Uttar Pradesh,Noida,
Anuradha Beauty Parlour  (Nagpur),88601 91527,Nara road ,Maharashtra,Nagpur,
Dream Hair Unisex Salon  (Ghaziabad ),885-589-6484,Indrapuram Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Ishani Beauty Parlour  (Ghaziabad ),883-960-7816,Som Bazar East Delhi ,Uttar Pradesh,Ghaziabad ,
Sanjivani Beauty Parlour  (Delhi ),88395 82110,Rajouri garden delhi ,Delhi ,Delhi ,
Apurva Beauty Parlour  (Nagpur),88309 73103,Taj Bagh ,Maharashtra,Nagpur,
Rare Make Over  (Ghaziabad ),883-079-3175,Dilshad Garden ,Uttar Pradesh,Ghaziabad ,
Magic Hands (Mysore),88267 36717,Vijaynagar ,Karnataka,Mysore,
Ashiyana Salon  (Ghaziabad ),88080 04242,Surya Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Venusa Unisex Salon  (Bhilwara ),88008 16747,Azad Nagar ,Rajsthan ,Bhilwara ,
Rosmarino Unisex Salon  (Jalandhar ),88001 96519,Model town jalandhar ,Punjab ,Jalandhar ,
Hb Makeover  (Raipur ),87958 55502,Devendranagar ,Chattisgarh ,Raipur ,
Matrix Professional  (Varanasi ),879-213-0446,Mahmoorganj ,Uttar Pradesh ,Varanasi ,
Skin Hub Unisex Salon  (Varanasi ),87870 56504,Lanka ,Uttar Pradesh ,Varanasi ,
Skanda (Ghaziabad ),872-241-9464,Shalimar Garden Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Makeover By Aaliya  (Ghaziabad ),87090 58776,Dream Home Wave City Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Reema Malhotra  (Bhilai ),87080 86305,Bhilai,Chattisgarh ,Bhilai ,
Blossom Bright Unisex Salon  (Mumbai),87076 69909,Vasai East ,Maharashtra,Mumbai,
Janvi Make Over  (Kanpur),866-906-2613,Govind Nagar ,Uttar Pradesh,Kanpur,
4 Evaa Salon  (Jamshedpur),86600 25599,Vijaya Garden Complex Gate No.1, Baridih ,Jharkhand,Jamshedpur,
La Vista  Salon  (Raipur ),86575 06440,Marin drive telibandha,Chattisgarh ,Raipur ,
Style Planet Salon  (East Delhi ),86380 85492,Rhotash Nagar Shahdara ,Uttar Pradesh,East Delhi ,
Queen Make Over  (Nagpur ),863-0181140,Dharampeth ,Maharashtra ,Nagpur ,
Cut N Wave Unisex Salon  (Ghaziabad ),862-505-3962,Hapur Delhi Road Railway Road ,Uttar Pradesh,Ghaziabad ,
Aurum Unisex Salon  (Hapur),860-515-0873,Hapur Railway road ,Uttar Pradesh,Hapur,
La Soul Unisex Salon  (Hapur ),860-043-3352,Hapur Railway Road ,Ghaziabad ,Hapur ,
La Soul Unisex Salon (Kanpur),85951 22901,Keshav puram ,Uttar Pradesh,Kanpur,
Jawad Habib Rave Moti Mall  (Mysore),85879 62426,Hebbal ,Karnataka,Mysore,
Anmol (Nagpur),85879 09878,Nara road ,Maharashtra,Nagpur,
Dulhan Beauty Salon  (Nagpur ),8532-945136,Nari road ,Maharashtra ,Nagpur ,
Sapnas (Ahmadnagar),85295 55515,Jaripatka ,Maharashtra,Ahmadnagar,
Senora Beauty Parlour  (Nagpur),85273 78237,Jaripatka ,Maharashtra,Nagpur,
Fairy Beauty Salon  (Nagpur ),85120 72268,Jaripatka ,Maharashtra ,Nagpur ,
Ranjana Beauty Parlour  (Nagpur ),84689 38869,Besa road ,Maharashtra ,Nagpur ,
Samhitha  (Nagpur),84479 19760,Besa road ,Maharashtra,Nagpur,
Expart Salon  (Nagpur),84472 42895,Sharda chowk ,Maharashtra,Nagpur,
Ruh Hair Studio  (Mumbai ),844-680-2936,Ghatkopar ,Maharashtra ,Mumbai ,
Cafrocking Unisex Salon (Nagpur ),84314 83474,Nandanvan ,Maharashtra ,Nagpur ,
Women Care Beauty Parlour  (Nagpur ),84239 74057,Pratap Nagar ,Maharashtra ,Nagpur ,
Sara Beauty Parlour  (Nagpur),84092 08292,Manewada ,Maharashtra,Nagpur,
Hair Lounge Salon  (Nagpur ),83869 54248,Khaparkheda ,Maharashtra ,Nagpur ,
Hair Lounge  (Nagpur ),83829 19004,,Maharashtra ,Nagpur ,
Darpan Unisex Salon  (Nagpur ),83778 99830,Koradi ,Maharashtra ,Nagpur ,
Bharti Jain Makeover Studio  (Mysore),832-921-5249,GOKULAM ,Karnataka,Mysore,
Zak Unisex Salon  (Nagpur),83182 42858,Koradi Naka ,Maharashtra,Nagpur,
Al Barbaro  (Noida),83032 15637,CP Omax mall GR Noida ,Uttar Pradesh,Noida,
Glam Studio Unisex Salon  (Noida),83032 09204,Bita 2 Gr Noida ,Uttar Pradesh,Noida,
Glam Studio Unisex Salon Sastri Nagar  (Ghaziabad ),83 90 529639,Indrapuram Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Dulhan Makeup Studio  (Delhi ),82697 39999,Janakpuri delhi ,Delhi ,Delhi ,
Hair Flicks  (Gorakhpur ),82669 96576,Rapti Nagar phase-1 
Medical road Gorakhpur ,Utter Pradesh ,Gorakhpur ,
Hsm Unisex Salon  (Kanpur),820904957q,Swaroop Nagar ,Uttar Pradesh,Kanpur,
Hsm Unisex Salon (Mysore),820-880-1181,Hinkal,Karnataka,Mysore,
Eliza Make Over  (Delhi ),81786 75120,Ashok vihar delhi ,Delhi ,Delhi ,
M And T Unisex Salon  (Delhi ),81759 94316,Lajpat Nagar Delhi ,Delhi ,Delhi ,
Isha Beauty Salon  (Delhi ),81713 62523,East Delhi ,East Delhi ,Delhi ,
Slight Touch Beauty Parlour  (East Delhi ),81710 47421, Karkardoma ,Delhi ,East Delhi ,
New Affinity Unisex Salon  (Nagpur),81304 21205,Rani durgawati chowk ,Maharashtra,Nagpur,
Crystal Beauty Parlour  (Nagpur ),81301 17196,Khaparkheda ,Maharashtra ,Nagpur ,
Beauty Apsra Salon  (Raipur ),81274 30535,Lalpur,maruti heritage ,near colours mall.,Chattisgarh ,Raipur ,
Ns4 Unisex Salon  (Nagpur ),810-541-7621,Koradi Naka ,Maharashtra ,Nagpur ,
New Kalkatta Unisex Saloon  (Nagpur ),80927 21205,Koradi ,Maharashtra ,Nagpur ,
Nitu Beauty Parlour  (Ghaziabad),808-789-8081,Shiddharth Vihar Ghaziabad ,Uttar Pradesh,Ghaziabad,
Opera Prime Salon (Lucknow ),80874 71484,Arjunganj ,Up,Lucknow ,
Swip Scissors Salon (Delhi ),808-733-7198,Malviya Nagar Delhi ,Delhi ,Delhi ,
Tapsaya Unisex  (Ghaziabad),80814 47346,Vashali Sec 4 ,Uttar Pradesh,Ghaziabad,
Choice Unisex Salon  (Ghaziabad ),80767 12977,Vashali sec 4 Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Revital S.S Unisex Salon  (Noida),80765 33179,Sec -4 Vashali Ghaziabad ,Uttar Pradesh,Noida,
Neha'S Makeover Salon  (Kanpur),80763 49463,Rawatpur ,Uttar Pradesh,Kanpur,
Diva Makeup Studio  (Mysore),80574 55355,Vontikoppal ,Karnataka,Mysore,
The Head Master Unisex Salon (Gorakhpur ),80099 69209, Avash vikas colony surajkund gorakhpur ,Uttar Pradesh ,Gorakhpur ,
The Head Master Unisex Salon  (Mysore),80062 24620,Agrahara,Karnataka,Mysore,
Mdm Unisex Salon  (Diglipur),79883 79750,,Andaman and Nicobar Islands,Diglipur,
Style M Shape  (Delhi ),797-238-7113,Kamla nagar delhi ,Delhi ,Delhi ,
Dreams Unisex Salon  (Gorakhpur),797-212-5584,Babina hotel durga badi road gorakhpur ,Uttar Pradesh,Gorakhpur,
Dreams Slimming Beauty Laser  (Nagpur),79056 03923,Jaripatka ,Maharashtra,Nagpur,
Shabnam (Mysore),79051 11120,Hebbal ,Karnataka,Mysore,
Senora Ladies Beauty Parlour  (Nagpur),79051 02298,Borgaon ,Maharashtra,Nagpur,
Rose Beauty Parlour  (Nagpur ),79 7295 6025,Jafar Nagar ,Maharashtra ,Nagpur ,
Roshni Make Over  (Delhi ),788-788-8020,Amar colony Lajpat Nagar Delhi ,Delhi ,Delhi ,
Maheshwari Cosmetic  (Agra),78659 47203,Kamal kunj , Dr.Maria road , paschim puri , sikandra agra,Uttar Pradesh,Agra,
Sam Studio Unisex Salon  (Nagpur ),78609 49006,Takli Godhni Road ,Maharashtra ,Nagpur ,
Sam Studio And Salon  (Nagpur),78389 5784,Jaripatka ,Maharashtra,Nagpur,
Aps Unisex Salon  (Nagpur),78373 70549,Manewada ,Maharashtra,Nagpur,
Revive Beauty Salon  (Delhi ),78281 42225,Central market lajpat Nagar Delhi ,Delhi ,Delhi ,
Revive Unisex Salon  (Delhi ),78275 82056,Lajpat Nagar Delhi ,Delhi ,Delhi ,
Shama Makeover  (Abhepur),78272 33292,Railway road apna enclave ,Haryana,Abhepur,
Momentous Unisex Salon  (Delhi ),78178 35770,Preet Vihar ,East Delhi ,Delhi ,
Shine Makeover (Agra),78050 88831,Sarla bhag extension,Uttar Pradesh,Agra,
Adore Makeover & Academy  (Other),78003 37537,Sec-17,Andaman and Nicobar Islands,Other,
Adore Makeover & Acedmy  (Delhi ),779-825-3250,Rajouri garden ,Delhi ,Delhi ,
Empire Salon (ghaziabad ),77097 48878,Avantika Sastri Nagar Ghaziabad ,Uttar Pradesh,ghaziabad ,
Canvas Unisex Salon  (Ghaziabad ),76683 55305,Chiranjeev Vihar Sastri Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Simran Beauty Parlour  (Delhi ),76073 25739,Bawana delhi ,Delhi ,Delhi ,
V Rovel Salon  (Delhi ),75180 21112,Amar colony Lajpat Nagar Delhi ,Delhi ,Delhi ,
Vinay Makeover Salon  (Ghaziabad ),751-734-4289,Mahagun mall Vashali Sec 4 Gahziyabad ,Uttar Pradesh,Ghaziabad ,
O Zone By Shahid  (Ghaziabad ),75092 6305,Mahagun mall Vashali Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Gonda Makeover  (Nagpur),75091 99996,Yadav nagar ,Maharashtra,Nagpur,
Muskan Make Over  (Nagpur ),75059 99059,Yadav nagpur ,Maharashtra ,Nagpur ,
Apello Unisex Salon  (Bangalore),74288 20174,HSR layout ,Karnataka,Bangalore,
Shree Family Salon  (Gorakhpur),74281 68566,Raiganj road ghantaghar gorakhpur ,Uttar Pradesh,Gorakhpur,
The Impeccable Unisex Salon  (Jamshedpur),74082 50007,Sidhgora Beside Bank Of Baroda ATM,Jharkhand,Jamshedpur,
Hair Flick Unisex Salon  (Delhi ),74080 04040,Janakpuri delhi ,Delhi ,Delhi ,
Mj Salon  (Gorakhpur),738-518-0437,Raiganj road ghantaghar gorakhpur ,Uttar Pradesh,Gorakhpur,
Rachna Beauty  (Gorakhpur),73506 71083,Raiganj road ghantaghar ,Uttar Pradesh,Gorakhpur,
Hair Master Unisex Salon  (Utter Pradesh ),73183 88444,Shastri Nagar Ghaziabad ,Ghaziabad ,Utter Pradesh ,
Craze Salon  (Nagpur),721-943-0982,Dattawadi ,Maharashtra,Nagpur,
The Bridal Dream Palace  (Kanpur),721-932-8249,Shastri nagar ,Uttar Pradesh,Kanpur,
Mirror Salon (Gorakhpur),7085850 00750,Gorakhnath temple Gorakhpur ,Uttar Pradesh,Gorakhpur,
Goldi Beauty Salon  (Achhnera),70818 16836,Rajatalab ,Uttar Pradesh,Achhnera,
Vibhuti Beauty Parlour  (Nagpur ),70615 80297,Baba Frid nagar ,Maharashtra ,Nagpur ,
Zeba Cosmetic  (Nagpur ),70521 79208,Takli Godhni ,Maharashtra ,Nagpur ,
The Glam Unisex Salon  (Raipur ),70427 22919,Civil line,Chattisgarh ,Raipur ,
The Glam Studio  (Agra),70333 80266,Sodagar line sadar bazar ,Uttar Pradesh,Agra,
Jawed Habib Ratan Lal Nagar  (Jodhpur),703-028-9574,Ratnada ,Rajasthan,Jodhpur,
Miracle Unisex Salon  (Nagpur ),70222 61805,Butibori ,Maharashtra ,Nagpur ,
Babita Beauty Parlour  (Ghaziabad ),702-073-4700,Kavi Nagar  Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Grace N Blonde Unisex Salon  (Kanpur),70177 05325,Govind Nagar ,Uttar Pradesh,Kanpur,
Arki Salon (Hapur),70175 32117,Hapur Railway road ,Uttar Pradesh,Hapur,
Jawad Habib Kidwai Nagar  (Ghaziabad ),70117 25276,Raj Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Elegant Beauty Salon  (Ghaziabad ),70114 43725,Raj Nagar Ghaziabad,Uttar Pradesh,Ghaziabad ,
Kaveri Studio Raj Nagar  (Ghaziabad ),70112 11075,Raj Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Dhanika Makeover Salon  (Ghaziabad ),70051 62112,Shastri Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Look 'S Unisex Salon  (Delhi ),70004 84020,Ashok vihar delhi ,Delhi ,Delhi ,
Rachna Beauty Parlour  (Kanpur),6398-196617,Tilak Nagar ,Uttar Pradesh,Kanpur,
Hair Port Unisex Salon  (Kanpur),6396-633146,Tilak Nagar ,Uttar Pradesh,Kanpur,
Lerofiy Unisex Salon  (Itanagar),63946 96597,Rajeevnagar ,Arunachal Pradesh,Itanagar,
Look Beauty Parlour  (Mysore),63943 76035,Rajeevnagar,Karnataka,Mysore,
Look Make Over  (Jamshedpur),63920404884:27,MP Road, Old Sonari ,Jharkhand,Jamshedpur,
Ash (Nagpur),63885 33138,Nara road ,Maharashtra,Nagpur,
Vandna'S Unisex Salon (Nagpur),63606 64462,Nara road ,Maharashtra,Nagpur,
New Look Ladies Salon  (Nagpur),62645 76031,Nari road ,Maharashtra,Nagpur,
Haney Beauty Salon  (Nagpur ),62027 02205,Nari road ,Maharashtra ,Nagpur ,
The Bridal Dream Palace Makeup  (Nagpur ),62007 28935,Nara road ,Maharashtra ,Nagpur ,
Ojha Veriety Store  (Nagpur ),096-739-92444,Wanadongri ,Maharashtra ,Nagpur ,
Shefali Make Over  (Nagpur ),095326 82550,Takli Godhni Road ,Maharashtra ,Nagpur ,
Sinchana (Nagpur ),093528 98686,Takli Godhni ,Maharashtra ,Nagpur ,
Sofi Beauty Parlour  (Kanpur),093362 38950,Panki road ,Uttar Pradesh,Kanpur,
Soundarya Beauty Parlour (Gorakhpur),090089 17000,Gola road main market khalilabad ,Uttar Pradesh,Gorakhpur,
Sahiba Salon  (Gorakhpur ),088846 11110,Bardiya market khalilabad Sant Kabir Nagar ,Utter Pradesh ,Gorakhpur ,
Elite Salon  (Delhi),088148 00786,Main Mkt yamuna Vihar ,East Delhi ,Delhi,
Richa Glam Makeover  (East Delhi ),085339 06661,Krishna Nagar ,Delhi ,East Delhi ,
Elegance Salon  (Agra),082857 51848,near Sea TV Office, Maruti Estate, Manas Nagar, Pandav Nagar, Agra, Uttar Pradesh 282010,Uttar Pradesh,Agra,
Alino Salon  (Gorakhpur ),082-142-53559,Bhediyagarh, Gorakhpur, Uttar Pradesh 273004 ∙ Choose area,Uttar Pradesh ,Gorakhpur ,
Touch &Glow Salon (Gorakhpur ),079826 07146,Bargadawa gorakhnath Gorakhpur ,Utter Pradesh ,Gorakhpur ,
Neel And David Salon (Agra),078922 25182,Sodagar line sadar bazar ,Uttar Pradesh,Agra,
Neel David Unisex Salon (Ghaziabad ),0771-4028412,Nyan khand 2 indrapuram ,Uttar Pradesh,Ghaziabad ,
Aditi Satija Makeovers (Nagpur),074993 20584,Jaripatka ,Maharashtra,Nagpur,
New Look Makeover  (Nagpur ),072 5478213,Nara road ,Maharashtra ,Nagpur ,
Jawad Habib P Road  (Kanpur),99353 15746,Govind Nagar ,Uttar Pradesh,Kanpur,
Black Berry Makeup Studio  (Kanpur),99113 44398,Lal bangla ,Uttar Pradesh,Kanpur,
Mk  Salon  (Gonda ),98890 30287,Patel nagar colony Gonda ,Uttar Pradesh ,Gonda ,
Golden Touch (Nagpur),98713 24769,Anand Nagar ,Maharashtra,Nagpur,
Magneton Beauty Parlour  (Nagpur ),98397 73838,Anand Nagar ,Maharashtra ,Nagpur ,
Glamorous Girl Beauty Parlour  (Nagpur ),98188 69863,Rani durgawati chowk ,Maharashtra ,Nagpur ,
Shree Ram Salon (Kolkata),97944 13106,48, Santoshpur Avenue, Park Palace, Near, Shukanta Setu, opp. Trikon Park, Santoshpur, Kolkata, West Bengal 700075,West Bengal ,Kolkata,
Radiance Beauty Salon  (Kanpur),97595 33126,Kidwai Nagar ,Uttar Pradesh,Kanpur,
Aryan Agency  (South Delhi ),97171 21205,Amar Colony, Lajpat Nagar, South Delhi ,Delhi ,South Delhi ,
Divine Aura Salon (Delhi ),96435 74221,Kalka ji delhi ,Delhi ,Delhi ,
Lorange Unisex Salon  (Ambikapur),93131 54510,Dhamtari,Chhattisgarh,Ambikapur,
B Hair Spa Unisex Salon  (Ghaziabad ),92355 89324,Habitat Central Indrapuram Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Curly Top Salon (Delhi ),92190 27734,Amar colony Lajpat Nagar Delhi ,Delhi ,Delhi ,
Glamour Makeover Salon (Ghaziabad ),914-651-0071,Wave City Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Julf Studio  (Durg),91408 02437,Durg ,Chattisgarh ,Durg,
Zulf Studio  (Gorakhpur ),91134 92191,Azad chowk rustampur gorakhpur ,Uttar pradesh ,Gorakhpur ,
Kimfaa (Nagpur ),90290 92224,Mahal,Maharashtra ,Nagpur ,
Horizon Unisex Salon  (Nagpur ),90154 50432,Pension nagar ,Maharashtra ,Nagpur ,
Angel Beauty Parlour  (Ghaziabad ),89294 29876,Avantika Sastri Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Ambrose  (Utter Pradesh ),89202 18889,Shastri Nagar Ghaziabad ,Ghaziabad ,Utter Pradesh ,
Bhawanas Makeover  (Kanpur),88810 01550,Ratan lal nagar ,Uttar Pradesh,Kanpur,
Dilniwaz Salon (Kanpur),88406 79164,Tilak Nagar ,Uttar Pradesh,Kanpur,
Pacific Blue Unisex Salon  (Nagpur ),81304 21205,Khaparkheda ,Maharashtra ,Nagpur ,
Anika Makeover Salon  (Noida),78970 03190,LG-22, Shoprix Mall, Block C, Sector 61, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida,
Arif Unisex Salon  (Durg),78602 48009,Bhilai nehru nagar,Chattisgarh ,Durg,
Marya Makeover Studio  (Kanpur),78178 35770,Kidwai Nagar ,Uttar Pradesh,Kanpur,
Riya 'S Makeover Salon  (Gorakhpur),78000 99019,Main market gola road khalilabad ,Uttar Pradesh,Gorakhpur,
The Glam Touch Makeup Studio  (Ghaziabad ),75188 18888,AVS Market Raj Nagar Ext Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Classic Beauty Academy And Clinic  (Kanpur),70814 73957,Swaroop Nagar ,Uttar Pradesh,Kanpur,
Ravneet Makeover Makeup Hair Skin  (Gorakhpur),70071 73196,Khoya Mandi gali golghar gorakhpur ,Uttar Pradesh,Gorakhpur,
 Mak Unisex Salon  (Nagpur ),70071 25595,Sadar ,Maharashtra ,Nagpur ,
Blade Unisex Salon  (Nagpur ),63883 22490,Godhni Road ,Maharashtra ,Nagpur ,
Jindal Ajency Distributer  (Achhnera),99886112934,Gandhi market main market basti ,Uttar Pradesh,Achhnera,
Mohini Makeover  (Nagpur),99885527289,Nara road ,Maharashtra,Nagpur,
Jasn Beauty Salon  (Nagpur ),99789023123,Nandanvan ,Maharashtra ,Nagpur ,
Beauty World Salon  (Shillong ),99305576707,Laimo (bazar),Meghalaya ,Shillong ,
Dulhan Beauty Parlour  (Kanpur),99197548675,Tilak Nagar ,Uttar Pradesh,Kanpur,
Elements Unisex Salon  (Ranchi ),99016576589,Booty more chowk ,Jharkhand ,Ranchi ,
Sims Unisex Salon  (Gorakhpur),98997124263,Shighariya chouraha kuraghat gorakhpur ,Uttar Pradesh,Gorakhpur,
Mdm Makeover Unisex Salon  (Utter pardesh ),98888605244,Wave City Ghaziabad ,Ghaziabad ,Utter pardesh ,
The Cutman Unisex Salon  (Jamshedpur),98880344467,Ojha Complex, Service Road, Gamhariya ,Jharkhand,Jamshedpur,
Matrix Professional Unisex  (Nagpur ),98754469910,Nara road ,Maharashtra ,Nagpur ,
Jawed Habib Salon  (Mysore),95773385672,Agrahara,Karnataka,Mysore,
Mdm Makeover Ghaziabad  (Nagpur),92191116111,Jafar Nagar ,Maharashtra,Nagpur,
The Shiny Makeover Unisex Salon  (Agra),92141077896,Pushpanjali complex , sastri puram road sikandra agra,Uttar Pradesh,Agra,
Oberan Look Unisex Salon  (Delhi ),92121196287,Vinod nagar delhi ,Delhi ,Delhi ,
Be U Unisex Salon  (Delhi ),92105187271,Chhatarpur delhi ,Delhi ,Delhi ,
Be Blonde Unisex Salon  (Delhi ),92051870271,Lajpat Nagar Delhi ,Delhi ,Delhi ,
V&V Unisex Salon  (Delhi ),91805119812,South X delhi ,Delhi ,Delhi ,
The Makeover Salon  (Delhi ),90755695383,Safdarjung enclave Delhi ,Delhi ,Delhi ,
Mbs Family Salon  (Jagdalpur),90561157766,Jagdalpur ,Chhattisgarh,Jagdalpur,
The Magical Makeover  (Agra),90404937373,Maruti estate crossing,Uttar Pradesh,Agra,
Safi Salon (Agra),88743147777,Shop 12 pushp punit villa maruti estate crossing ,Uttar Pradesh,Agra,
Glam House  (Agra),84606063691,Oppsite dominos pratap nagar colony,Uttar Pradesh,Agra,
Cerenity Beauty Parlor  (Agra),82192600002,Opp dominos kothi meena bazar road pratap nagar,Uttar Pradesh,Agra,
Platinum Unisex Salon (Achhnera),79039045776,Shivpurva,Uttar Pradesh,Achhnera,
Parlour House  (Kanpur),78384722908,P road ,Uttar Pradesh,Kanpur,
Cherry Red (Allahabad ),76965886228,Preetam Nagar Dhoomanganj Allahabad ,Uttar Pradesh ,Allahabad ,
Mesmerizing Beauty Salon  (Kanpur),76889965466,Vikas nagar ,Uttar Pradesh,Kanpur,
Floraison Salon (Mysore),76208446935,Rajeevnagar ,Karnataka,Mysore,
Salon And Spa (Nagpur ),70114496114,Khaparkheda ,Maharashtra ,Nagpur ,
Hair Miracle  (Jamshedpur),63650064979,Near Footmaidan, Bagunhatu ,Jharkhand,Jamshedpur,
Harrys Salon (Jamshedpur),9999904166,Sharma Market, Adityapur ,Jharkhand,Jamshedpur,
N3 Unisex Salon  (Nagpur),9999848321,Wardhman nagar ,Maharashtra,Nagpur,
Iconic Unisex  (Achhnera),9999812950,Khojwan ,Uttar Pradesh,Achhnera,
Rj Galaxy Unisex Salon  (Jaipur ),9999746509,Shriram vatika, 80 feet main road, boring chouraha, Hari Nagar, Jhotwara, Jaipur, Rajasthan 302012,Rajsthan ,Jaipur ,
Sk Hair Unisex Salon  (Kanpur),9999741985,Lal bangla ,Uttar Pradesh,Kanpur,
S K Hair Unisex Salon  (Bangalore ),9999736392,Ulsoor ,Karnataka ,Bangalore ,
Simran Bp Sonari (Bangalore ),9999710606,Rammurthy nagar ,Karnataka ,Bangalore ,
Ashwini Beauty Parlour  (Other),9999685335,Sec-7,Andaman and Nicobar Islands,Other,
Roots Salon (Barnala) Kapil (Hapur),9999662964,Hapur Railway road ,Uttar Pradesh,Hapur,
Umarkot (Delhi ),9999597506,Kamla nagar delhi ,Delhi ,Delhi ,
Harpreet Kaur Makeup Studio  (Delhi ),9999565050,Kamla Nagar Delhi ,Delhi ,Delhi ,
N J S Salon (Mysore),9999560911,Agrahara,Karnataka,Mysore,
Best Look Salon (Delhi ),9999500148,Chhatarpur delhi ,Delhi ,Delhi ,
Crown Comb Sobari  (Bangalore ),9999486480,Jogpalya,Karnataka ,Bangalore ,
Magic Touch  (Raipur ),9999420860,Shankarnagar ,Chattisgarh ,Raipur ,
Hats Off Salon (Lucknow ),9999418330,Ashiyana,Up,Lucknow ,
Hair Trends Salon (Chandigarh),9999403367,Sec 35D,Punjab,Chandigarh,
